TIC,Flagfit,Luminosity,E_Luminosity,e_Luminosity,Teff,E_Teff,e_Teff,Radius,E_Radius,e_Radius,logg,E_logg,e_logg,Mass,E_Mass,e_Mass,Age,E_Age,e_Age,Ageyr,e_Ageyr,E_Ageyr,age_up_diff,age_lo_diff,age_err,mass_up_diff,mass_lo_diff,mass_err,logAge,logAge_err,logMass,logMass_err,logLum,logTeff
332478380,yes,3.855,0.1,0.099,5013.0,17.0,16.0,2.602,0.035,0.035,3.67,0.047,0.055,1.16,0.12,0.13,6.8,3.6,2.0,6800000000.0,2000000000.0,3600000000.0,3200000000.0,4800000000.0,3200000000.0,1.04,1.0299999999999998,1.0299999999999998,9.832508912706237,0.20437387383682434,0.06445798922691845,-0.3216225511727993,0.5860243823869757,3.7000977046130537
219871829,yes,7.42,0.61,0.52,6333.0,83.0,59.0,2.258,0.077,0.071,3.914,0.034,0.039,1.532,0.084,0.11,2.18,0.7,0.38,2180000000.0,380000000.0,700000000.0,1480000000.0,1800000000.0,1480000000.0,1.448,1.422,1.422,9.338456493604605,0.29484212532881315,0.18525876529658514,-0.3362080348111206,0.8704039052790271,3.801609488027319
233621588,yes,6.7,0.44,0.4,4786.0,19.0,20.0,3.77,0.12,0.12,3.357,0.07,0.063,1.18,0.2,0.15,7.0,4.1,3.0,7000000000.0,3000000000.0,4099999999.9999995,2900000000.0000005,4000000000.0,2900000000.0000005,0.98,1.03,0.98,9.845098040014257,0.1799219996456329,0.07188200730612536,-0.30082319908938476,0.8260748027008264,3.6799726942774185
230375947,yes,3.31,0.2,0.18,6349.0,49.0,41.0,1.501,0.042,0.037,4.207,0.032,0.036,1.326,0.078,0.079,2.25,1.2,0.98,2250000000.0,980000000.0,1200000000.0,1050000000.0,1270000000.0,1050000000.0,1.248,1.247,1.247,9.352182518111363,0.2026707582215175,0.12254352406875435,-0.3406357193123912,0.5198279937757188,3.802705327074352
229781949,yes,2.22,0.13,0.12,6176.0,35.0,34.0,1.302,0.036,0.036,4.293,0.033,0.037,1.214,0.071,0.08,2.6,1.9,1.5,2600000000.0,1500000000.0,1900000000.0,700000000.0,1100000000.0,700000000.0,1.143,1.134,1.134,9.414973347970818,0.11692543743549086,0.08421868673923877,-0.33834645056440804,0.3463529744506387,3.7907072873276797
258803480,yes,3.63,0.28,0.23,6110.0,64.0,49.0,1.698,0.056,0.053,4.094,0.036,0.044,1.307,0.081,0.11,3.46,1.7,0.92,3460000000.0,920000000.0,1700000000.0,1760000000.0,2540000000.0,1760000000.0,1.226,1.1969999999999998,1.1969999999999998,9.539076098792776,0.22091280004327254,0.11627558758054428,-0.33173081818917943,0.5599066250361124,3.786041210242554
357128174,yes,2.84,0.14,0.12,6456.0,45.0,34.0,1.345,0.028,0.027,4.291,0.025,0.028,1.291,0.059,0.067,1.42,1.2,0.86,1420000000.0,860000000.0,1200000000.0,220000000.0,560000000.0,220000000.0,1.232,1.224,1.224,9.152288344383056,0.06728506057656013,0.11092624226642028,-0.34341750810855387,0.45331834004703764,3.809963521714014
353993444,yes,3.71,0.19,0.17,5154.0,17.0,17.0,2.415,0.06,0.057,3.74,0.035,0.046,1.17,0.094,0.11,6.2,2.6,1.4,6200000000.0,1400000000.0,2600000000.0,3600000000.0,4800000000.0,3600000000.0,1.0759999999999998,1.0599999999999998,1.0599999999999998,9.792391689498254,0.25217098949221073,0.06818586174616162,-0.32816122224053934,0.5693739096150459,3.712144414214886
233719679,yes,5.32,0.28,0.24,6012.0,43.0,34.0,2.123,0.048,0.044,3.936,0.031,0.055,1.428,0.082,0.16,3.03,1.5,0.6,3030000000.0,600000000.0,1500000000.0,1530000000.0,2430000000.0,1530000000.0,1.3459999999999999,1.268,1.268,9.481442628502306,0.21929721363431526,0.15472820744015556,-0.32163129780876715,0.7259116322950482,3.7790189719148706
230134331,yes,8.47,0.4,0.37,5155.0,22.0,21.0,3.648,0.086,0.081,3.452,0.057,0.075,1.38,0.17,0.21,3.4,2.7,1.1,3400000000.0,1100000000.0,2700000000.0,700000000.0,2300000000.0,700000000.0,1.21,1.17,1.17,9.531478917042255,0.08941356980361065,0.13987908640123647,-0.30709590998432756,0.927883410330707,3.7122286696195355
219793006,yes,2.65,0.14,0.13,6123.0,33.0,28.0,1.444,0.035,0.034,4.198,0.033,0.036,1.203,0.08,0.086,4.0,2.0,1.4,4000000000.0,1400000000.0,2000000000.0,2000000000.0,2600000000.0,2000000000.0,1.123,1.117,1.117,9.602059991327963,0.21714724095162588,0.08026562733984477,-0.33632163281571115,0.42324587393680785,3.786964259435733
219808895,yes,5.31,0.33,0.28,6157.0,57.0,44.0,2.023,0.053,0.05,3.98,0.032,0.044,1.433,0.079,0.14,2.77,1.3,0.57,2770000000.0,570000000.0,1300000000.0,1470000000.0,2200000000.0,1470000000.0,1.354,1.2930000000000001,1.2930000000000001,9.442479769064448,0.23047396693060654,0.15624619039734447,-0.3268282522598786,0.725094521081469,3.7893691535914815
357048961,yes,4.12,0.26,0.22,6093.0,60.0,49.0,1.819,0.05,0.049,4.047,0.035,0.05,1.348,0.079,0.14,3.29,1.8,0.8,3290000000.0,800000000.0,1800000000.0,1490000000.0,2490000000.0,1490000000.0,1.2690000000000001,1.2080000000000002,1.2080000000000002,9.517195897949975,0.19668655867350915,0.12968989219930102,-0.32459684862681876,0.6148972160331346,3.784831178124469
233658147,yes,3.86,0.16,0.14,5897.0,38.0,34.0,1.881,0.036,0.035,3.999,0.041,0.047,1.29,0.11,0.12,4.4,1.8,1.3,4400000000.0,1300000000.0,1800000000.0,2600000000.0,3100000000.0,2600000000.0,1.18,1.17,1.17,9.643452676486188,0.25662855748828517,0.11058971029924897,-0.32852120602974577,0.5865873046717549,3.7706311277778064
441733094,yes,4.8,0.31,0.27,6734.0,54.0,42.0,1.608,0.044,0.043,4.194,0.027,0.029,1.474,0.068,0.066,1.15,0.55,0.49,1150000000.0,490000000.0,550000000.0,600000000.0,660000000.0,600000000.0,1.406,1.408,1.406,9.060697840353612,0.226588425340827,0.16849748352303268,-0.34550560265362645,0.6812412373755872,3.8282731120520697
233155595,yes,3.63,0.22,0.2,5423.0,41.0,39.0,2.157,0.054,0.053,3.813,0.033,0.032,1.105,0.066,0.063,6.8,1.4,1.0,6800000000.0,1000000000.0,1400000000.0,5400000000.0,5800000000.0,5400000000.0,1.039,1.042,1.039,9.832508912706237,0.34488091209964106,0.04336227802112949,-0.3405810864784999,0.5599066250361124,3.734239604435455
