TIC,Flagfit,Luminosity,E_Luminosity,e_Luminosity,Teff,E_Teff,e_Teff,Radius,E_Radius,e_Radius,logg,E_logg,e_logg,Mass,E_Mass,e_Mass,Age,E_Age,e_Age,Ageyr,e_Ageyr,E_Ageyr,age_up_diff,age_lo_diff,age_err,mass_up_diff,mass_lo_diff,mass_err,logAge,logAge_err,logMass,logMass_err,logLum,logTeff
350560959,yes,6.12,0.23,0.21,5744.0,31.0,28.0,2.498,0.045,0.044,3.778,0.022,0.023,1.366,0.058,0.056,3.67,0.36,0.34,3670000000.0,340000000.0,360000000.0,3310000000.0,3330000000.0,3310000000.0,1.308,1.31,1.308,9.564666064252089,0.3916933883105622,0.1354506993455138,-0.3468361060167628,0.7867514221455612,3.759214431234244
300161002,yes,5.02,0.15,0.15,4816.0,20.0,20.0,3.218,0.053,0.052,3.475,0.065,0.054,1.12,0.18,0.13,7.6,4.0,3.0,7600000000.0,3000000000.0,4000000000.0,3600000000.0,4600000000.0,3600000000.0,0.9400000000000002,0.9900000000000001,0.9400000000000002,9.880813592280791,0.20571843879627713,0.04921802267018165,-0.304002453015621,0.7007037171450193,3.682686478249768
358708829,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150441800,yes,7.0,0.29,0.27,5113.0,23.0,22.0,3.371,0.068,0.065,3.482,0.055,0.076,1.26,0.16,0.2,4.3,3.7,1.5,4300000000.0,1500000000.0,3700000000.0,600000000.0,2800000000.0,600000000.0,1.1,1.06,1.06,9.633468455579587,0.060599230033011875,0.10037054511756291,-0.30472113493764375,0.8450980400142568,3.708675792726537
260266656,yes,5.09,0.22,0.18,5543.0,45.0,38.0,2.447,0.043,0.041,3.766,0.025,0.025,1.275,0.06,0.057,4.29,0.55,0.41,4290000000.0,410000000.0,550000000.0,3740000000.0,3880000000.0,3740000000.0,1.2149999999999999,1.218,1.2149999999999999,9.632457292184725,0.37861570217206564,0.10551018476997394,-0.3451702445253709,0.7067177823367587,3.7437448785924614
260351032,yes,2.97,0.14,0.13,6092.0,50.0,40.0,1.545,0.032,0.031,4.156,0.032,0.04,1.249,0.077,0.11,3.8,2.0,1.2,3800000000.0,1200000000.0,2000000000.0,1800000000.0,2600000000.0,1800000000.0,1.1720000000000002,1.139,1.139,9.57978359661681,0.20571843879627713,0.09656243837413554,-0.3303151876931054,0.4727564493172124,3.784759894664005
260416361,yes,4.15,0.2,0.17,5226.0,40.0,35.0,2.484,0.055,0.054,3.732,0.038,0.048,1.216,0.095,0.11,5.2,2.0,0.86,5200000000.0,860000000.0,2000000000.0,3200000000.0,4340000000.0,3200000000.0,1.121,1.1059999999999999,1.1059999999999999,9.7160033436348,0.2672581427096934,0.08493357493671612,-0.32944946685987364,0.6180480967120927,3.718169405391307
260267665,yes,8.59,0.4,0.38,5367.0,25.0,24.0,3.389,0.077,0.074,3.568,0.026,0.039,1.553,0.075,0.12,2.24,0.62,0.21,2240000000.0,210000000.0,620000000.0,1620000000.0,2030000000.0,1620000000.0,1.478,1.4329999999999998,1.4329999999999998,9.350248018334163,0.314087973519316,0.19117145572855848,-0.3342273547368518,0.9339931638312423,3.7297315952870354
370224333,yes,4.02,0.17,0.15,5215.0,22.0,21.0,2.455,0.051,0.046,3.764,0.028,0.046,1.279,0.076,0.12,4.94,1.7,0.69,4940000000.0,690000000.0,1700000000.0,3240000000.0,4250000000.0,3240000000.0,1.2029999999999998,1.1589999999999998,1.1589999999999998,9.693726948923647,0.2848409152563837,0.10687054447865389,-0.3282314176721485,0.60422605308447,3.7172543127625497
150442748,yes,3.34,0.18,0.14,5760.0,57.0,45.0,1.833,0.042,0.04,3.975,0.04,0.034,1.157,0.086,0.072,6.4,1.4,1.5,6400000000.0,1500000000.0,1400000000.0,5000000000.0,4900000000.0,4900000000.0,1.071,1.085,1.071,9.806179973983888,0.33250671270717713,0.06333335895174956,-0.33529213707616695,0.5237464668115644,3.760422483423212
141624659,yes,2.085,0.067,0.063,5744.0,23.0,22.0,1.458,0.023,0.022,4.149,0.037,0.034,1.089,0.098,0.076,7.6,2.7,2.6,7600000000.0,2600000000.0,2700000000.0,4900000000.0,5000000000.0,4900000000.0,0.991,1.013,0.991,9.880813592280791,0.2800056528060439,0.03702787975577494,-0.32961960284772096,0.3191060593097763,3.759214431234244
149253409,yes,4.51,0.19,0.18,5221.0,22.0,21.0,2.596,0.052,0.051,3.696,0.033,0.048,1.223,0.086,0.12,4.95,2.3,0.96,4950000000.0,960000000.0,2300000000.0,2650000000.0,3990000000.0,2650000000.0,1.137,1.1030000000000002,1.1030000000000002,9.69460519893357,0.2325010862714378,0.08742645703628549,-0.3266753104133345,0.6541765418779605,3.7177536932107156
177307515,yes,3.8,0.29,0.21,5908.0,93.0,71.0,1.86,0.047,0.044,3.979,0.059,0.044,1.194,0.16,0.085,5.3,1.4,2.0,5300000000.0,2000000000.0,1400000000.0,3900000000.0,3300000000.0,3300000000.0,1.034,1.109,1.034,9.724275869600788,0.2704097717510813,0.07700432679335026,-0.31367757296084176,0.5797835966168101,3.771440486639912
260243143,yes,6.5,0.45,0.39,6183.0,59.0,44.0,2.219,0.066,0.065,3.917,0.033,0.043,1.492,0.076,0.14,2.48,1.1,0.43,2480000000.0,430000000.0,1100000000.0,1380000000.0,2050000000.0,1380000000.0,1.416,1.3519999999999999,1.3519999999999999,9.394451680826217,0.24166386493003522,0.17376882313665,-0.3282276213952241,0.8129133566428556,3.7911992464988753
149497522,yes,3.085,0.07,0.064,5643.0,24.0,24.0,1.838,0.019,0.019,3.959,0.024,0.025,1.119,0.06,0.057,7.4,1.4,1.2,7400000000.0,1200000000.0,1400000000.0,6000000000.0,6200000000.0,6000000000.0,1.059,1.062,1.059,9.869231719730976,0.35213066100263657,0.04883008652835004,-0.3427939359541838,0.4892551683692605,3.751510050270041
279571746,yes,10.76,0.53,0.5,4882.0,17.0,18.0,4.58,0.11,0.11,3.209,0.073,0.079,1.24,0.22,0.2,5.1,4.4,2.2,5100000000.0,2200000000.0,4400000000.0,700000000.0,2900000000.0,700000000.0,1.02,1.04,1.02,9.707570176097937,0.059609046535740444,0.09342168516223506,-0.29795161489794564,1.0318122713303703,3.6885977750811696
167795728,yes,2.89,0.11,0.1,4935.0,30.0,29.0,2.327,0.048,0.047,3.734,0.05,0.044,1.068,0.12,0.088,9.3,2.9,2.6,9300000000.0,2600000000.0,2900000000.0,6400000000.0,6700000000.0,6400000000.0,0.9480000000000001,0.9800000000000001,0.9480000000000001,9.968482948553936,0.2988693208796572,0.028571252692537637,-0.32151729671075957,0.4608978427565479,3.6932871570056554
38602419,yes,5.44,0.19,0.2,5256.0,44.0,43.0,2.81,0.04,0.04,3.623,0.04,0.067,1.21,0.1,0.16,4.6,2.9,1.0,4600000000.0,1000000000.0,2900000000.0,1700000000.0,3600000000.0,1700000000.0,1.1099999999999999,1.05,1.05,9.662757831681574,0.16050013461641913,0.08278537031645007,-0.3143193992846583,0.7355988996981799,3.7206553565517244
382067256,yes,8.45,0.23,0.2,4842.0,31.0,32.0,4.133,0.067,0.065,3.275,0.075,0.069,1.17,0.21,0.17,6.3,4.5,2.7,6300000000.0,2700000000.0,4500000000.0,1800000000.0,3600000000.0,1800000000.0,0.96,0.9999999999999999,0.96,9.799340549453582,0.12408413768664335,0.06818586174616162,-0.2972026163687904,0.9268567089496923,3.685024785105714
350582771,yes,7.84,0.34,0.28,5635.0,35.0,31.0,2.937,0.057,0.052,3.668,0.021,0.02,1.468,0.053,0.048,2.75,0.2,0.17,2750000000.0,170000000.0,200000000.0,2550000000.0,2580000000.0,2550000000.0,1.415,1.42,1.415,9.439332693830263,0.40270942867392434,0.1667260555800517,-0.3491384192845644,0.8943160626844384,3.750893920382125
349973705,yes,8.25,0.28,0.33,5219.0,47.0,48.0,3.51,0.06,0.06,3.455,0.056,0.086,1.28,0.16,0.22,3.7,3.3,1.2,3700000000.0,1200000000.0,3300000000.0,400000000.0,2500000000.0,400000000.0,1.12,1.06,1.06,9.568201724066995,0.046950754800351546,0.10720996964786837,-0.29995986720424306,0.9164539485499251,3.71758729685546
300088321,yes,2.445,0.094,0.049,5614.0,51.0,44.0,1.657,0.025,0.023,4.024,0.044,0.036,1.058,0.094,0.068,8.8,2.0,2.3,8800000000.0,2300000000.0,2000000000.0,6800000000.0,6500000000.0,6500000000.0,0.9640000000000001,0.99,0.9640000000000001,9.94448267215017,0.3207856968603564,0.024485667699166973,-0.3300339545428002,0.388278863459639,3.7492724082984203
293271686,yes,8.95,0.27,0.23,5051.0,28.0,28.0,3.908,0.054,0.052,3.371,0.057,0.082,1.31,0.17,0.22,4.0,3.7,1.4,4000000000.0,1400000000.0,3700000000.0,300000000.0,2600000000.0,300000000.0,1.1400000000000001,1.09,1.09,9.602059991327963,0.03257208614274388,0.11727129565576427,-0.30138557304001146,0.951823035315912,3.7033773685123497
260655847,yes,3.85,0.2,0.1,5506.0,59.0,49.0,2.162,0.036,0.034,3.836,0.031,0.035,1.166,0.074,0.069,6.02,1.0,0.77,6020000000.0,770000000.0,1000000000.0,5020000000.0,5250000000.0,5020000000.0,1.0919999999999999,1.097,1.0919999999999999,9.779596491257825,0.36215254138776143,0.06669855042299526,-0.3392277290392915,0.5854607295085006,3.7408362070573116
260297096,yes,7.31,0.17,0.15,4970.0,27.0,26.0,3.646,0.047,0.045,3.407,0.063,0.077,1.24,0.18,0.2,5.1,4.3,2.0,5100000000.0,2000000000.0,4300000000.0,800000000.0,3100000000.0,800000000.0,1.06,1.04,1.04,9.707570176097937,0.06812462461227478,0.09342168516223506,-0.30379380342535633,0.8639173769578605,3.696356388733332
260079513,yes,4.25,0.11,0.1,4991.0,25.0,24.0,2.759,0.039,0.038,3.61,0.053,0.057,1.13,0.14,0.13,6.9,3.9,2.3,6900000000.0,2300000000.0,3900000000.0,3000000000.0,4600000000.0,3000000000.0,0.9899999999999999,0.9999999999999999,0.9899999999999999,9.838849090737256,0.1888236877840225,0.05307844348341968,-0.3173394086836006,0.6283889300503115,3.698187569866122
260078030,yes,4.92,0.23,0.25,5436.0,51.0,56.0,2.498,0.053,0.053,3.713,0.034,0.041,1.177,0.073,0.095,4.96,1.4,0.73,4960000000.0,730000000.0,1400000000.0,3560000000.0,4230000000.0,3560000000.0,1.104,1.082,1.082,9.695481676490198,0.3117113620112049,0.0707764628434347,-0.3329799279293282,0.6919651027673603,3.7352794480604565
177241155,yes,10.11,0.3,0.28,4855.0,19.0,18.0,4.495,0.069,0.069,3.23,0.072,0.077,1.25,0.22,0.2,5.2,4.4,2.2,5200000000.0,2200000000.0,4400000000.0,800000000.0,3000000000.0,800000000.0,1.03,1.05,1.03,9.7160033436348,0.06681453567742335,0.09691001300805642,-0.29846572748835776,1.0047511555910011,3.686189234244024
150062447,yes,3.405,0.097,0.071,5124.0,34.0,34.0,2.344,0.032,0.03,3.74,0.044,0.047,1.1,0.1,0.1,7.4,3.0,1.7,7400000000.0,1700000000.0,3000000000.0,4400000000.0,5700000000.0,4400000000.0,1.0,1.0,1.0,9.869231719730976,0.2582291514019335,0.04139268515822507,-0.32928698972678483,0.532117116248804,3.7096091210726487
149933986,yes,12.66,0.49,0.43,5554.0,28.0,27.0,3.842,0.071,0.068,3.506,0.017,0.017,1.725,0.05,0.047,1.71,0.1,0.095,1710000000.0,95000000.0,100000000.0,1610000000.0,1615000000.0,1610000000.0,1.675,1.6780000000000002,1.675,9.232996110392154,0.4088971437802546,0.23678909940929294,-0.3517166832299136,1.1024337056813363,3.744605875414239
149390710,yes,5.74,0.16,0.14,5046.0,27.0,26.0,3.135,0.038,0.037,3.516,0.059,0.069,1.18,0.17,0.17,5.5,4.1,2.0,5500000000.0,2000000000.0,4099999999.9999995,1400000000.0000005,3500000000.0,1400000000.0000005,1.01,1.01,1.01,9.740362689494244,0.11054768630264594,0.07188200730612536,-0.3100320725308966,0.7589118923979735,3.702947246181556
149120726,yes,3.41,0.32,0.2,6330.0,120.0,110.0,1.543,0.032,0.032,4.164,0.04,0.046,1.269,0.085,0.1,3.1,1.7,1.1,3100000000.0,1100000000.0,1700000000.0,1400000000.0,2000000000.0,1400000000.0,1.184,1.1689999999999998,1.1689999999999998,9.491361693834273,0.19613299182727498,0.10346162209470475,-0.33367229321487196,0.5327543789924978,3.801403710017355
141626634,yes,7.9,0.25,0.18,5309.0,37.0,32.0,3.326,0.042,0.042,3.565,0.03,0.055,1.482,0.094,0.16,2.52,1.2,0.32,2520000000.0,320000000.0,1200000000.0,1320000000.0,2200000000.0,1320000000.0,1.388,1.322,1.322,9.401400540781545,0.22748758575884617,0.17084820364330935,-0.3231100812825172,0.8976270912904414,3.725012725341157
141810080,yes,0.907,0.023,0.017,5736.0,63.0,58.0,0.965,0.02,0.018,4.468,0.027,0.036,0.996,0.053,0.063,3.5,4.2,2.4,3500000000.0,2400000000.0,4200000000.0,700000000.0,1100000000.0,700000000.0,0.943,0.933,0.933,9.544068044350276,0.08685889638065036,-0.0017406615763012698,-0.33930445537811177,-0.04239271293990473,3.758609142659744
167754452,yes,4.79,0.25,0.21,6094.0,57.0,43.0,1.963,0.038,0.04,3.989,0.032,0.052,1.374,0.081,0.15,3.18,1.7,0.68,3180000000.0,680000000.0,1700000000.0,1480000000.0,2500000000.0,1480000000.0,1.2930000000000001,1.2240000000000002,1.2240000000000002,9.502427119984432,0.2021244758543436,0.13798673272353165,-0.32267249124319003,0.6803355134145632,3.784902449886655
177241128,yes,4.95,0.16,0.15,5070.0,19.0,19.0,2.882,0.048,0.045,3.606,0.048,0.064,1.23,0.13,0.17,5.2,3.6,1.6,5200000000.0,1600000000.0,3600000000.0,1600000000.0,3600000000.0,1600000000.0,1.1,1.06,1.06,9.7160033436348,0.1336290713548467,0.08990511143939793,-0.3121533577410009,0.6946051989335688,3.705007959333336
149125377,yes,4.01,0.093,0.089,5864.0,41.0,38.0,1.939,0.023,0.022,3.99,0.031,0.051,1.342,0.089,0.14,3.91,1.9,0.94,3910000000.0,940000000.0,1900000000.0,2010000000.0,2970000000.0,2010000000.0,1.2530000000000001,1.202,1.202,9.592176757395867,0.22325624261522659,0.12775251583297328,-0.32442865709147156,0.6031443726201823,3.7681939616330715
41085704,yes,9.15,0.55,0.48,6116.0,29.0,27.0,2.694,0.078,0.074,3.799,0.026,0.043,1.676,0.068,0.16,1.95,0.71,0.26,1950000000.0,260000000.0,710000000.0,1240000000.0,1690000000.0,1240000000.0,1.6079999999999999,1.516,1.516,9.290034611362518,0.2761667474666831,0.2242740142942577,-0.3276366253391327,0.9614210940664483,3.7864674767402824
150104808,yes,3.96,0.13,0.11,5627.0,45.0,39.0,2.093,0.03,0.029,3.876,0.026,0.029,1.202,0.063,0.068,5.72,0.93,0.73,5720000000.0,730000000.0,930000000.0,4790000000.0,4990000000.0,4790000000.0,1.139,1.134,1.134,9.757396028793025,0.36368366578961114,0.0799044676667207,-0.3417242853454171,0.5976951859255123,3.7502769151539925
382159212,yes,4.71,0.13,0.11,5233.0,27.0,24.0,2.64,0.031,0.029,3.687,0.033,0.047,1.241,0.084,0.12,4.67,2.2,0.87,4670000000.0,870000000.0,2200000000.0,2470000000.0,3800000000.0,2470000000.0,1.157,1.121,1.121,9.669316880566113,0.22970179235568133,0.09377178149872986,-0.3271908034102323,0.6730209071288962,3.718750734739665
231074032,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350434130,yes,6.7,0.29,0.26,5176.0,29.0,27.0,3.219,0.065,0.064,3.538,0.047,0.074,1.31,0.13,0.2,3.9,3.1,1.1,3900000000.0,1100000000.0,3100000000.0,800000000.0,2800000000.0,800000000.0,1.1800000000000002,1.11,1.11,9.5910646070265,0.0890860475698978,0.11727129565576427,-0.3069155835545071,0.8260748027008264,3.713994267660644
41333410,yes,6.92,0.63,0.56,6568.0,120.0,98.0,2.031,0.065,0.063,3.995,0.037,0.039,1.489,0.083,0.086,2.04,0.52,0.41,2040000000.0,410000000.0,520000000.0,1520000000.0,1630000000.0,1520000000.0,1.4060000000000001,1.403,1.403,9.3096301674259,0.3235919669083052,0.17289469775217617,-0.3412952392514083,0.8401060944567578,3.8174331441113845
141911201,yes,4.7,0.26,0.22,6070.0,53.0,42.0,1.959,0.045,0.043,3.977,0.038,0.046,1.34,0.093,0.13,3.49,1.6,0.81,3490000000.0,810000000.0,1600000000.0,1890000000.0,2680000000.0,1890000000.0,1.247,1.21,1.21,9.54282542695918,0.23519099449774952,0.12710479836480765,-0.3270753606913064,0.6720978579357175,3.7831886910752575
364424104,yes,3.046,0.085,0.072,5010.0,37.0,33.0,2.315,0.037,0.035,3.736,0.049,0.044,1.062,0.11,0.09,8.8,2.9,2.3,8800000000.0,2300000000.0,2900000000.0,5900000000.0,6500000000.0,5900000000.0,0.9520000000000001,0.9720000000000001,0.9520000000000001,9.94448267215017,0.29117470945786195,0.026124516745450282,-0.3246980561599709,0.4837298990000237,3.699837725867246
55455221,yes,5.79,0.21,0.2,5429.0,31.0,29.0,2.718,0.048,0.047,3.713,0.022,0.025,1.39,0.058,0.062,3.39,0.37,0.27,3390000000.0,270000000.0,370000000.0,3020000000.0,3120000000.0,3020000000.0,1.3319999999999999,1.3279999999999998,1.3279999999999998,9.530199698203083,0.38689360924714467,0.14301480025409505,-0.3460593054625088,0.7626785637274363,3.73471984165568
270557049,yes,8.3,3.1,2.2,5672.0,93.0,94.0,2.99,0.52,0.4,3.631,0.095,0.1,1.4,0.17,0.14,2.76,1.1,0.77,2760000000.0,770000000.0,1100000000.0,1660000000.0,1990000000.0,1660000000.0,1.23,1.2599999999999998,1.23,9.440909082065218,0.26120610143456446,0.146128035678238,-0.31823235507167136,0.919078092376074,3.75373622217501
350294658,yes,3.35,0.26,0.22,6644.0,100.0,73.0,1.378,0.033,0.034,4.28,0.027,0.033,1.32,0.061,0.077,1.07,0.94,0.7,1070000000.0000001,700000000.0,940000000.0,130000000.00000012,370000000.0000001,130000000.00000012,1.2590000000000001,1.243,1.243,9.02938377768521,0.052764750137778295,0.1205739312058499,-0.3410864401919946,0.5250448070368452,3.8224296237793567
441743003,yes,3.174,0.09,0.065,5009.0,33.0,29.0,2.366,0.037,0.031,3.723,0.051,0.049,1.077,0.12,0.1,8.4,3.0,2.3,8400000000.0,2300000000.0,3000000000.0,5400000000.0,6100000000.0,5400000000.0,0.957,0.977,0.957,9.924279286061882,0.2791893097949476,0.03221570329798157,-0.3218573946939521,0.5016069224188293,3.699751031689514
356111938,yes,4.72,0.13,0.13,4866.0,20.0,19.0,3.056,0.046,0.045,3.531,0.061,0.059,1.16,0.17,0.14,7.1,4.1,2.6,7100000000.0,2600000000.0,4099999999.9999995,3000000000.0000005,4500000000.0,3000000000.0000005,0.9899999999999999,1.02,0.9899999999999999,9.851258348719075,0.18350471066334584,0.06445798922691845,-0.30913235501074887,0.6739419986340878,3.6871721045948
233683095,yes,7.05,0.24,0.23,4896.0,17.0,16.0,3.69,0.063,0.063,3.383,0.067,0.068,1.2,0.2,0.17,6.0,4.3,2.5,6000000000.0,2500000000.0,4300000000.0,1700000000.0,3500000000.0,1700000000.0,1.0,1.03,1.0,9.778151250383644,0.12305010320592133,0.07918124604762482,-0.30184640724955275,0.8481891169913987,3.6898414091375047
233062474,yes,8.62,0.37,0.36,4923.0,16.0,17.0,4.037,0.089,0.086,3.328,0.066,0.076,1.26,0.21,0.2,5.0,4.2,2.0,5000000000.0,2000000000.0,4200000000.0,800000000.0,3000000000.0,800000000.0,1.05,1.06,1.05,9.698970004336019,0.06948711710452028,0.10037054511756291,-0.30184640724955275,0.9355072658247128,3.6922298357727557
233528550,yes,5.85,0.27,0.25,5274.0,28.0,26.0,2.896,0.064,0.063,3.643,0.033,0.051,1.35,0.084,0.15,3.5,1.8,0.55,3500000000.0,550000000.0,1800000000.0,1700000000.0,2950000000.0,1700000000.0,1.266,1.2000000000000002,1.2000000000000002,9.544068044350276,0.2109430340672937,0.13033376849500614,-0.3219695010661896,0.7671558660821804,3.7221401254574156
233683106,yes,3.52,0.13,0.13,5878.0,27.0,24.0,1.808,0.033,0.034,4.038,0.031,0.049,1.308,0.076,0.14,4.12,2.3,0.95,4120000000.0,950000000.0,2300000000.0,1820000000.0,3170000000.0,1820000000.0,1.232,1.1680000000000001,1.1680000000000001,9.614897216033135,0.19184853326794132,0.11660774398824847,-0.32344642538300705,0.546542663478131,3.7692295817365937
198383789,yes,5.57,0.13,0.12,4867.0,18.0,18.0,3.319,0.04,0.039,3.467,0.062,0.064,1.18,0.18,0.16,6.6,4.3,2.5,6600000000.0,2500000000.0,4300000000.0,2300000000.0,4100000000.0,2300000000.0,1.0,1.02,1.0,9.81954393554187,0.15134504672386048,0.07188200730612536,-0.30696244805039263,0.7458551951737289,3.687261346243506
236777782,yes,5.79,0.19,0.18,4886.0,18.0,18.0,3.357,0.058,0.055,3.455,0.064,0.064,1.17,0.18,0.16,6.5,4.4,2.5,6500000000.0,2500000000.0,4400000000.0,2100000000.0,4000000000.0,2100000000.0,0.99,1.01,0.99,9.812913356642856,0.14031052492258902,0.06818586174616162,-0.3064901981303151,0.7626785637274363,3.688953462637418
356112006,yes,2.64,0.13,0.12,5261.0,23.0,21.0,1.955,0.049,0.046,3.887,0.031,0.031,1.078,0.065,0.066,8.9,1.9,1.4,8900000000.0,1400000000.0,1900000000.0,7000000000.0,7500000000.0,7000000000.0,1.0130000000000001,1.012,1.012,9.949390006644913,0.34157992958682726,0.03261876085071993,-0.34003921796276143,0.4216039268698311,3.721068301797159
219772712,yes,7.66,0.39,0.36,4754.0,14.0,13.0,4.079,0.1,0.099,3.282,0.071,0.059,1.16,0.2,0.14,7.1,4.3,3.0,7100000000.0,3000000000.0,4300000000.0,2800000000.0,4100000000.0,2800000000.0,0.96,1.02,0.96,9.851258348719075,0.17127106328578942,0.06445798922691845,-0.299764707889211,0.8842287696326039,3.6770591773921613
224605278,yes,7.62,0.31,0.3,4876.0,20.0,20.0,3.868,0.082,0.079,3.336,0.074,0.069,1.18,0.21,0.17,6.1,4.4,2.6,6100000000.0,2600000000.0,4400000000.0,1700000000.0,3500000000.0,1700000000.0,0.97,1.01,0.97,9.785329835010767,0.12103288839926687,0.07188200730612536,-0.29775357460888086,0.8819549713396004,3.6880636969463443
233541069,yes,4.89,0.24,0.22,5251.0,26.0,24.0,2.67,0.064,0.063,3.722,0.028,0.043,1.372,0.07,0.11,3.86,1.1,0.43,3860000000.0,430000000.0,1100000000.0,2760000000.0,3430000000.0,2760000000.0,1.302,1.262,1.262,9.586587304671754,0.31053180571320593,0.13735411137073292,-0.3331750722585442,0.6893088591236203,3.720242018287057
269595513,yes,7.74,0.38,0.34,4845.0,21.0,22.0,3.95,0.1,0.093,3.324,0.071,0.07,1.2,0.21,0.17,6.1,4.4,2.6,6100000000.0,2600000000.0,4400000000.0,1700000000.0,3500000000.0,1700000000.0,0.99,1.03,0.99,9.785329835010767,0.12103288839926687,0.07918124604762482,-0.29882794317705724,0.8887409606828927,3.6852937813867843
360019958,yes,8.21,0.34,0.32,4563.0,22.0,20.0,4.58,0.11,0.095,3.172,0.068,0.048,1.14,0.19,0.11,8.5,3.7,3.6,8500000000.0,3600000000.0,3700000000.0,4800000000.0,4900000000.0,4800000000.0,0.95,1.0299999999999998,0.95,9.929418925714293,0.24524864860418924,0.05690485133647255,-0.30184640724955275,0.9143431571194408,3.659250468772661
224607600,yes,4.11,0.16,0.15,5628.0,24.0,23.0,2.132,0.041,0.04,3.876,0.026,0.025,1.247,0.061,0.063,5.29,0.79,0.73,5290000000.0,730000000.0,790000000.0,4500000000.0,4560000000.0,4500000000.0,1.1860000000000002,1.1840000000000002,1.1840000000000002,9.723455672035186,0.36943765001221796,0.09586645347854265,-0.3439160989736685,0.6138418218760693,3.750354088762708
233074669,yes,3.35,0.33,0.3,6063.0,43.0,41.0,1.658,0.079,0.077,4.109,0.041,0.049,1.293,0.079,0.12,3.65,1.9,0.99,3650000000.0,990000000.0,1900000000.0,1750000000.0,2660000000.0,1750000000.0,1.214,1.173,1.173,9.562292864456476,0.20822338173443578,0.11159852488039401,-0.3285993834837359,0.5250448070368452,3.7826875682349663
233534232,yes,3.56,0.14,0.13,4928.0,13.0,12.0,2.588,0.05,0.048,3.671,0.049,0.049,1.15,0.13,0.12,7.5,3.7,2.4,7500000000.0,2400000000.0,3700000000.0,3800000000.0,5100000000.0,3800000000.0,1.02,1.0299999999999998,1.02,9.8750612633917,0.22004253749764757,0.06069784035361165,-0.32126956736821966,0.5514499979728752,3.692670699156369
198361395,yes,13.22,0.68,0.63,4797.0,12.0,13.0,5.26,0.13,0.13,3.095,0.072,0.077,1.26,0.22,0.2,5.1,4.4,2.2,5100000000.0,2200000000.0,4400000000.0,700000000.0,2900000000.0,700000000.0,1.04,1.06,1.04,9.707570176097937,0.059609046535740444,0.10037054511756291,-0.2989716795614618,1.1212314551496214,3.680969718465897
229670355,yes,11.83,0.7,0.66,5366.0,34.0,32.0,3.98,0.11,0.11,3.476,0.028,0.047,1.733,0.079,0.16,1.68,0.4,0.13,1680000000.0,130000000.0,400000000.0,1280000000.0,1550000000.0,1280000000.0,1.6540000000000001,1.5730000000000002,1.5730000000000002,9.225309281725863,0.33089103383104895,0.238798562713917,-0.32877396325692776,1.0729847446279304,3.7296506683359203
417699845,yes,7.78,0.35,0.32,4638.0,35.0,33.0,4.32,0.11,0.11,3.218,0.077,0.058,1.12,0.21,0.12,8.1,3.9,3.6,8100000000.0,3600000000.0,3900000000.0,4200000000.0,4500000000.0,4200000000.0,0.9100000000000001,1.0,0.9100000000000001,9.90848501887865,0.22518973135724163,0.04921802267018165,-0.2943002470683139,0.890979596989689,3.6663307443019684
233579606,yes,4.17,0.18,0.17,5734.0,29.0,25.0,2.067,0.044,0.041,3.911,0.055,0.031,1.268,0.17,0.073,4.98,0.95,1.8,4980000000.0,1800000000.0,950000000.0,4030000000.0,3180000000.0,3180000000.0,1.098,1.195,1.098,9.697229342759718,0.2773205727815945,0.10311925354571388,-0.31365364841641225,0.6201360549737576,3.7584576886104655
366490487,yes,3.52,0.17,0.16,5499.0,23.0,22.0,2.067,0.05,0.048,3.882,0.029,0.028,1.19,0.066,0.066,6.21,1.1,0.93,6210000000.0,930000000.0,1100000000.0,5110000000.0,5280000000.0,5110000000.0,1.1239999999999999,1.1239999999999999,1.1239999999999999,9.79309160017658,0.3573663128060574,0.07554696139253074,-0.3421264152085687,0.546542663478131,3.7402837196818792
256298245,yes,5.33,0.28,0.27,5773.0,26.0,23.0,2.307,0.06,0.058,3.837,0.025,0.025,1.335,0.058,0.06,4.16,0.53,0.47,4160000000.0,470000000.0,530000000.0,3630000000.0,3690000000.0,3630000000.0,1.277,1.275,1.275,9.619093330626743,0.37896369454538553,0.125481265700594,-0.3459363319039818,0.7267272090265723,3.761401557498631
267542728,yes,8.79,0.46,0.41,4505.0,27.0,24.0,4.86,0.14,0.13,3.106,0.063,0.051,1.092,0.17,0.09,9.4,3.1,3.7,9400000000.0,3700000000.0,3100000000.0,6300000000.0,5700000000.0,5700000000.0,0.922,1.002,0.922,9.9731278535997,0.26334878157963143,0.038222638368718455,-0.30582679943306335,0.9439888750737718,3.6536947953150816
219815833,yes,7.93,0.51,0.46,4970.0,23.0,21.0,3.8,0.12,0.11,3.369,0.068,0.078,1.23,0.19,0.2,5.0,4.4,1.9,5000000000.0,1900000000.0,4400000000.0,600000000.0,3100000000.0,600000000.0,1.04,1.03,1.03,9.698970004336019,0.05211533782839021,0.08990511143939793,-0.30331882874833105,0.8992731873176038,3.696356388733332
