RA,DEC,Star_name,Cluster_name,Age_Myr,DistancePC,V,B-V,V-I,J,H,Ks,2mass_quality,V-Ks,spectral_type,ref,binarity,L_X,L_X_err,L_x_upper_lim,Lx_ref,P_rot,P_rot_err,P_rot_upper_lim,P_rot_ref,data_origin,Mass,Radius,Teff,d(r),Lbol,log(Lx/Lbol),HD,HIP,Gliese,var_name,2mass_name,logTeff,logLum,logMass,logAge_wright,logA_boss,e_logA_boss,E_logA_boss,age_up_diff,age_lo_diff,logA_err,logAge
57.587078,24.466755,HII2644,Pleiades,125,133,11.090,0.770,0.770,9.746,9.397,9.307,-,1.545,G2,B46,-,29.087,0.162,-,S94,5.072,1.000e-08,-,H10,ME,0.984,0.8798,5304,0.723,0.6206,-4.291,-,-,-,-,-,3.7246035153967165,-0.20718822875185305,-0.007004901568658489,8.096910013008056,7.937,7.966,7.925,0.012000000000000455,0.028999999999999915,0.012000000000000455,7.937
57.644051,24.507822,HII2741,Pleiades,125,133,12.650,1.010,1.130,10.698,10.197,10.080,-,2.453,-,-,-,29.431,0.092,-,S94,5.158,2.318e-05,-,H10,ME,0.787,0.6924,4582,0.685,0.2183,-3.493,-,-,-,V1174_Tau,-,3.6610550848533787,-0.6609462642908608,-0.10402526764093542,8.096910013008056,7.937,7.966,7.925,0.012000000000000455,0.028999999999999915,0.012000000000000455,7.937
57.666985,23.933065,HII2786,Pleiades,125,133,10.290,0.610,0.680,9.181,8.941,8.853,-,1.34,F9,B46,-,29.427,0.139,-,S94,2.167,1.610e-04,-,H10,ME,1.134,1.048,5780,0.941,1.244,-4.253,283067,-,-,V1175_Tau,-,3.761927838420529,0.0948203803547999,0.05461305455688774,8.096910013008056,7.937,7.966,7.925,0.012000000000000455,0.028999999999999915,0.012000000000000455,7.937
57.726337,23.834896,HII2881,Pleiades,125,133,11.570,0.970,1.100,9.677,9.230,9.054,-,2.155,K2,W63,Yes,29.952,0.069,-,S94,5.158,3.040e-05,-,H10,ME,0.926,0.8223,5099,0.699,0.4687,-3.304,-,-,-,V1176_Tau,-,3.7074850119674734,-0.32910504647978983,-0.033389013318065645,8.096910013008056,7.937,7.966,7.925,0.012000000000000455,0.028999999999999915,0.012000000000000455,7.937
57.729527,24.197466,HII2880,Pleiades,125,133,11.750,0.860,-,10.116,9.740,9.629,-,2.004,-,-,-,29.028,0.185,-,S94,6.282,9.231e-04,-,H10,ME,0.908,0.8044,5035,0.699,0.4214,-4.183,-,-,-,-,-,3.7019994748896368,-0.37530546872791865,-0.04191415147891488,8.096910013008056,7.937,7.966,7.925,0.012000000000000455,0.028999999999999915,0.012000000000000455,7.937
57.851673,24.087425,HII3019,Pleiades,125,133,13.530,1.210,1.450,10.941,10.281,10.278,-,3.135,-,-,-,29.332,0.139,-,S94,5.469,4.329e-04,-,H10,ME,0.708,0.6111,4279,0.661,0.1379,-3.393,-,-,-,V0381_Tau,-,3.6313422864839326,-0.8604357338241502,-0.14996674231023102,8.096910013008056,7.937,7.966,7.925,0.012000000000000455,0.028999999999999915,0.012000000000000455,7.937
57.913651,24.548941,HII3096,Pleiades,125,133,12.090,0.930,1.030,10.418,9.921,9.808,-,2.165,-,-,-,29.792,0.069,-,S94,4.213,3.261e-04,-,H10,ME,0.858,0.7583,4849,0.699,0.3292,-3.311,-,-,-,V1054_Tau,-,3.6856521841155243,-0.48254017345976774,-0.06651271215129456,8.096910013008056,7.937,7.966,7.925,0.012000000000000455,0.028999999999999915,0.012000000000000455,7.937
57.972446,24.387018,HII3163,Pleiades,125,133,12.770,1.010,1.230,10.630,10.027,9.883,-,2.77,-,-,-,29.834,0.069,-,S94,0.417,8.600e-07,-,H10,ME,0.788,0.6941,4589,0.685,0.22,-3.095,-,-,-,V0816_Tau,-,3.6617180576946593,-0.6575773191777937,-0.10347378251044466,8.096910013008056,7.937,7.966,7.925,0.012000000000000455,0.028999999999999915,0.012000000000000455,7.937
57.986889,23.901966,HII3179,Pleiades,125,133,10.050,0.570,0.670,8.983,8.711,8.632,-,1.421,G0,K67,-,29.316,0.328,-,S94,4.855,9.301e-04,-,H10,ME,1.189,1.117,5950,0.814,1.568,-4.465,-,-,-,-,-,3.7745169657285498,0.19534605834841964,0.0751818546186916,8.096910013008056,7.937,7.966,7.925,0.012000000000000455,0.028999999999999915,0.012000000000000455,7.937
58.009331,24.663309,HII3197,Pleiades,125,133,12.100,1.070,1.330,9.797,9.207,9.072,-,2.911,-,-,-,30.194,0.046,-,S94,0.432,1.900e-06,-,H10,ME,0.919,0.8152,5074,0.699,0.45,-3.045,-,-,-,V0679_Tau,-,3.705350462885712,-0.3467874862246563,-0.03668448861388872,8.096910013008056,7.937,7.966,7.925,0.012000000000000455,0.028999999999999915,0.012000000000000455,7.937
