HIP,Teff,e_Teff,log(g),e_log(g),vsini,r_vsini,Ageavg,Agemed,Agemod,Age68lo,Age68up,Age68t,Age95lo,Age95up,Age95t,Age2D,Mavg,Mmed,Mmod,M68lo,M68up,M68t,M95lo,M95up,M95t,M2D,source_id,phot_g_mean_mag,phot_g_mean_flux,phot_g_mean_flux_error,phot_bp_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_rp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,lum_val,lum_percentile_lower,lum_percentile_upper,age_up_diff,age_lo_diff,age_err,mass_up_diff,mass_lo_diff,mass_err,Age,Age_err,logAge,logAge_err,logMass,logMass_err,logTeff,logLum
64790,6612,225,4.15,0.14,,,2125.0,2278.0,2207.0,1508.0,4108.0,68,579.0,6494.0,95,2133.0,1.3,1.29,1.3,1.2,1.4,68,1.1,1.5,95,1.34,5858834368253510272,5.9351797,79666269.13596815,35970.64354920561,6.179037,46659535.19580552,57693.6727045552,5.592582,46530228.32003082,107383.11258348636,5.3537087,5.2698503,5.437567,1983.0,617.0,617.0,0.09999999999999987,0.10000000000000009,0.09999999999999987,2125000000.0,617000000.0,9.32735893438633,0.12609868015732062,0.11394335230683678,0.033407267838711625,3.82033284489941,0.7286547371489572
64799,6829,232,4.35,0.14,,,1219.0,1540.0,1703.0,917.0,2585.0,68,211.0,4217.0,95,33.0,1.36,1.36,1.35,1.3,1.5,68,1.2,1.5,95,1.36,3688223626941592320,7.335119000000001,21943136.22528944,5853.290949209866,7.552594999999999,13167919.816305164,16007.2709379306,7.022163000000001,12471046.42685431,22426.058935647816,4.005787000000001,3.9839172,4.0276566,1366.0,302.0,302.0,0.1399999999999999,0.06000000000000005,0.1399999999999999,1219000000.0,302000000.0,9.086003705618381,0.10759387492599018,0.13353890837021754,0.044706784901805297,3.834357112718405,0.6026878527997986
64819,6511,221,4.24,0.14,,,2488.0,2393.0,2207.0,1679.0,3162.0,68,1413.0,5012.0,95,2143.0,1.44,1.44,1.46,1.3,1.6,68,1.1,1.8,95,1.26,3609593118033074816,8.012833,11754743.388669586,4837.258810923098,8.273517,6778735.522958263,13748.854369964334,7.646505,7017236.798484037,23616.261686719776,4.486676,4.4494467,4.5239058,674.0,809.0,674.0,0.16000000000000014,0.1399999999999999,0.16000000000000014,2488000000.0,674000000.0,9.395850376018782,0.11765051479211885,0.15836249209524964,0.048254942433694686,3.8136476953468965,0.6519247086031281
64834,7101,241,4.04,0.14,,,920.0,1163.0,1353.0,773.0,1920.0,68,178.0,2441.0,95,1478.0,1.46,1.45,1.44,1.4,1.5,68,1.3,1.6,95,1.57,3623497335919494144,6.799139,35949316.59235561,30615.46465509335,6.992138400000001,22064794.839925844,79367.08965014826,6.532085,19585474.318857677,81358.82011561716,8.11633,8.071197999999999,8.161462,1000.0,147.0,147.0,0.040000000000000036,0.06000000000000005,0.040000000000000036,920000000.0,147000000.0,8.963787827345556,0.06939270526062827,0.1643528557844371,0.011898478956253485,3.851319512648745,0.9093596966000267
64890,6476,220,4.37,0.14,,,1917.0,2286.0,2548.0,1372.0,4732.0,68,335.0,6879.0,95,452.0,1.22,1.22,1.18,1.1,1.3,68,1.0,1.4,95,1.24,1556591638078513920,7.8319445,13885720.496632032,3893.5243111370833,8.078737,8110735.383147893,9098.26251598287,7.475678,8212906.157377496,13883.65621187,2.5359385,2.5262208,2.5456562000000003,2815.0,545.0,545.0,0.08000000000000007,0.11999999999999988,0.08000000000000007,1917000000.0,545000000.0,9.282622112878062,0.1234692189031154,0.08635983067474821,0.02847832668218047,3.811306840081336,0.40413871709829885
64921,8100,275,4.34,0.14,,,396.0,516.0,718.0,316.0,944.0,68,69.0,1090.0,95,18.0,1.71,1.7,1.66,1.6,1.8,68,1.6,1.9,95,1.67,5784835792507168640,7.023237,29244985.99725624,9154.64882555434,7.142175999999999,19216963.706819404,20377.06314864012,6.866098,14398881.446576426,26635.930857161628,9.837505,9.793376,9.881635,548.0,80.0,80.0,0.09000000000000008,0.10999999999999988,0.09000000000000008,396000000.0,80000000.0,8.597695185925513,0.08773625897035389,0.23299611039215382,0.022857604310697482,3.9084850188786495,0.9928849661012361
64979,7500,255,4.04,0.14,,,426.0,533.0,854.0,307.0,1222.0,68,65.0,1413.0,95,1170.0,1.55,1.54,1.52,1.5,1.6,68,1.4,1.7,95,1.68,1473208318361479296,5.9384823,79424283.29146293,32361.37808041264,6.100679,50151472.74952597,63953.03260671291,5.710217500000001,41752353.42455067,70057.01236813366,12.457055,12.398793,12.515317,796.0,119.0,119.0,0.050000000000000044,0.050000000000000044,0.050000000000000044,426000000.0,119000000.0,8.629409599102718,0.1213170031607675,0.1903316981702915,0.01400949941623394,3.8750612633917,1.0954153819361059
64996,6315,215,4.5,0.14,,,2118.0,2615.0,3398.0,1542.0,6440.0,68,325.0,7943.0,95,47.0,1.14,1.13,1.1,1.0,1.2,68,1.0,1.3,95,1.2,6193387066111387904,8.135389,10500034.43647581,5750.681472128786,8.416065,5944691.391441729,23173.436799348,7.743981,6414688.352912746,12594.261202050237,1.5458496000000002,1.5329258,1.5587733,4322.0,576.0,576.0,0.06000000000000005,0.1399999999999999,0.06000000000000005,2118000000.0,576000000.0,9.325925955771465,0.11810841434196083,0.05690485133647255,0.022857604310697485,3.8003733548913496,0.1891672379215981
65010,6403,218,4.26,0.14,,,2947.0,3050.0,2778.0,2104.0,4907.0,68,1240.0,7024.0,95,2555.0,1.26,1.24,1.18,1.1,1.4,68,1.0,1.5,95,1.21,5859163225323022976,7.549885000000001,18004971.843342394,3552.2297178035637,7.7997723,10486879.315772088,7411.291795630213,7.1920834000000005,10664356.573003298,14298.529643172364,2.6589353,2.6498604,2.6680102000000003,1960.0,843.0,843.0,0.1399999999999999,0.15999999999999992,0.1399999999999999,2947000000.0,843000000.0,9.469380135849924,0.12423150602118807,0.10037054511756291,0.04825494243369461,3.8063835018241674,0.4247077697517093
65085,6694,228,4.36,0.14,,,1070.0,1372.0,1804.0,688.0,2985.0,68,141.0,4732.0,95,35.0,1.28,1.28,1.27,1.2,1.4,68,1.1,1.4,95,1.32,3938447493893947776,7.193560000000001,24998980.534486856,4645.809429144405,7.424384599999999,14818404.783156708,11839.53671208734,6.8632,14437362.323820643,18720.02463614965,3.4763286,3.4632835,3.4893737,1915.0,382.0,382.0,0.11999999999999988,0.08000000000000007,0.11999999999999988,1070000000.0,382000000.0,9.02938377768521,0.15504718886639457,0.10720996964786837,0.04071510767842981,3.8256857080217586,0.5411208214077416
65089,7842,267,4.4,0.14,,,280.0,339.0,554.0,188.0,866.0,68,43.0,1029.0,95,25.0,1.63,1.62,1.6,1.6,1.7,68,1.5,1.7,95,1.62,6083262244920009088,7.9001637,13040095.597826658,4643.141015375039,8.035960000000001,8436669.274796596,6585.376521615283,7.697641,6694399.082276276,5073.565972139392,6.970932,6.913996000000001,7.027867999999999,586.0,92.0,92.0,0.07000000000000006,0.029999999999999805,0.07000000000000006,280000000.0,92000000.0,8.44715803134222,0.14269675833963985,0.21218760440395779,0.018650683271918805,3.894426837964188,0.8432908463043154
65101,6559,223,4.12,0.14,,,1575.0,1911.0,2207.0,1092.0,4088.0,68,251.0,6131.0,95,2307.0,1.25,1.24,1.24,1.2,1.3,68,1.1,1.4,95,1.35,3506267371806255616,7.471030000000001,19361284.124215856,7956.188400637304,7.719644000000001,11290094.453151817,25521.64696452457,7.127339999999999,11319626.071705077,44880.313809736814,4.333207,4.3111267,4.3552876,2513.0,483.0,483.0,0.050000000000000044,0.050000000000000044,0.050000000000000044,1575000000.0,483000000.0,9.19728055812562,0.1331836411169972,0.09691001300805642,0.017371779276130084,3.816837630902035,0.6368094360480963
65109,9743,331,4.18,0.14,79.0,0.0,147.0,179.0,270.0,107.0,413.0,68,26.0,473.0,95,324.0,2.15,2.14,2.11,2.0,2.2,68,2.0,2.4,95,2.23,6165699748415726848,2.6858432,1588579794.2151823,4690363.016766521,6.0637774,51885301.70103537,44082280.62232479,6.746996,16068285.47021595,16692088.938517423,,,,266.0,40.0,40.0,0.050000000000000266,0.1499999999999999,0.050000000000000266,147000000.0,40000000.0,8.167317334748176,0.11817536922537464,0.33243845991560533,0.010099871672168699,3.988692702549817,
65175,6446,219,3.58,0.14,,,2512.0,2818.0,2623.0,1884.0,4732.0,68,708.0,6879.0,95,1641.0,1.24,1.23,1.21,1.1,1.3,68,1.0,1.4,95,1.77,6194416483872872960,7.0580106,28323184.79159797,9593.8431486478,7.2888575,16788513.10384567,76278.36750109447,6.6689067,17266542.985925972,140193.80820473927,11.971043,11.892173,12.049912,2220.0,628.0,628.0,0.06000000000000005,0.1399999999999999,0.06000000000000005,2512000000.0,628000000.0,9.400019635065158,0.10857362047581294,0.09342168516223506,0.02101424912435091,3.8092903011763157,1.0781319907916362
65183,9786,333,4.3,0.14,182.0,0.0,228.0,290.0,370.0,188.0,473.0,68,49.0,546.0,95,130.0,2.21,2.2,2.17,2.1,2.3,68,2.0,2.5,95,2.14,3506931854786534912,6.187703,63134257.36107463,46829.83167489273,6.248454,43769697.77130165,123534.84435940324,6.145033,27974012.72656371,51908.74549604299,,,,245.0,40.0,40.0,0.08999999999999986,0.10999999999999988,0.08999999999999986,228000000.0,40000000.0,8.357934847000454,0.07619201436899153,0.3443922736851107,0.017686200620494388,3.990605211423919,
65198,10291,350,4.25,0.14,211.0,0.0,139.0,170.0,255.0,108.0,358.0,68,26.0,398.0,95,186.0,2.34,2.33,2.28,2.2,2.4,68,2.2,2.6,95,2.34,3712388075021715840,5.6704807,101660910.13647,165744.38968418384,5.7047253,72221286.39368704,141990.7872569215,5.639223599999999,44573693.31687946,88899.11291312342,,,,219.0,31.0,31.0,0.06000000000000005,0.13999999999999968,0.06000000000000005,139000000.0,31000000.0,8.143014800254095,0.09685704272662449,0.36921585741014284,0.011135755946237235,4.012457578200774,
65257,6621,225,4.23,0.14,,,1527.0,1884.0,2144.0,946.0,4722.0,68,218.0,7286.0,95,1757.0,1.23,1.25,1.21,1.1,1.3,68,1.0,1.4,95,1.3,6192650599479269632,6.977009,30517068.67043568,9012.605190101687,7.230081,17722414.091061473,29054.36358606392,6.6270704,17944849.74956857,51125.24670929356,6.579767,6.550427,6.6091075,3195.0,581.0,581.0,0.07000000000000006,0.1299999999999999,0.07000000000000006,1527000000.0,581000000.0,9.183839037056421,0.16524236672284826,0.08990511143939793,0.024715946124575325,3.8209235878813175,0.818210514828861
65459,7354,250,4.13,0.14,,,442.0,548.0,879.0,306.0,1315.0,68,65.0,1585.0,95,1161.0,1.5,1.5,1.49,1.4,1.6,68,1.4,1.6,95,1.57,6162991101521968256,7.6495,16426546.746257393,5981.210774509698,7.831065700000001,10188941.968418648,22522.18341351837,7.389091,8894704.750657223,12622.250464777411,7.1352425,7.0560603,7.2144246,873.0,136.0,136.0,0.10000000000000009,0.10000000000000009,0.10000000000000009,442000000.0,136000000.0,8.645422269349092,0.1336290713548467,0.17609125905568124,0.028952965460216806,3.8665236255328437,0.8534087377340838
65466,8909,303,4.01,0.14,52.0,0.0,359.0,442.0,539.0,310.0,713.0,68,84.0,841.0,95,608.0,1.96,1.95,1.91,1.8,2.1,68,1.7,2.2,95,2.14,1446271417351852544,5.7258315,96608144.68754992,73440.69073934421,5.778834,67456177.1876503,113120.28532634625,5.6681623,43401328.64205722,76108.28332885419,,,,354.0,49.0,49.0,0.14000000000000012,0.15999999999999992,0.14000000000000012,359000000.0,49000000.0,8.55509444857832,0.05927696271102879,0.292256071356476,0.03102103442166087,3.9498289589353135,
65470,6491,221,4.32,0.14,,,1630.0,2054.0,2406.0,1090.0,4597.0,68,244.0,6879.0,95,1347.0,1.21,1.21,1.18,1.1,1.3,68,1.0,1.4,95,1.24,5784839159761438848,7.7745686,14639253.039050264,3263.048540494468,8.027857000000001,8499874.498924404,9425.011355289667,7.4171147,8668065.373979773,9585.776656782402,2.7709846,2.7615602000000004,2.780409,2967.0,540.0,540.0,0.09000000000000008,0.10999999999999988,0.09000000000000008,1630000000.0,540000000.0,9.212187604403958,0.14387669952623064,0.08278537031645007,0.032302895348175785,3.8123116091311235,0.44263411215768955
65479,6692,228,3.98,0.14,,,1100.0,1413.0,1804.0,701.0,3017.0,68,150.0,4870.0,95,2024.0,1.28,1.28,1.27,1.2,1.4,68,1.1,1.4,95,1.49,5864837701762139776,5.186781,158720792.5480325,195874.57803022856,5.4343767,92641306.44022276,129132.49411327625,4.879317,89751404.91812983,185231.7919267585,8.998942,8.956391,9.041493,1917.0,399.0,399.0,0.11999999999999988,0.08000000000000007,0.11999999999999988,1100000000.0,399000000.0,9.041392685158225,0.1575304529812704,0.10720996964786837,0.04071510767842981,3.825555932290357,0.95419145270917
65539,6943,236,4.28,0.14,,,2282.0,2411.0,2623.0,1469.0,5043.0,64,820.0,6917.0,92,540.0,1.36,1.34,1.21,1.1,1.5,68,1.0,1.7,95,1.4,6169047452084335360,6.916996000000001,32251351.69217337,72166.3149499951,6.957327,22783710.50274853,79654.24038600957,6.5055904,20069279.11399918,348903.7316268801,12.706588,12.547221,12.865954,2761.0,813.0,813.0,0.1399999999999999,0.26,0.1399999999999999,2282000000.0,813000000.0,9.358315640082196,0.15472454591908139,0.13353890837021754,0.044706784901805297,3.841547165256553,1.1040289485316475
65545,8170,278,4.08,0.14,,,394.0,496.0,698.0,316.0,941.0,68,71.0,1090.0,95,811.0,1.73,1.72,1.69,1.6,1.8,68,1.6,1.9,95,1.85,3638711484471311616,5.927543,80228573.48927645,68372.81791870264,6.0381413,53124984.57944692,176217.07917872965,5.7947690000000005,38624288.70021367,74684.39478437387,,,,547.0,78.0,78.0,0.07000000000000006,0.1299999999999999,0.07000000000000006,394000000.0,78000000.0,8.595496221825574,0.0859770801737402,0.23804610312879543,0.01757260909435124,3.9122220565324155,
65678,7600,258,3.88,0.14,,,794.0,954.0,1044.0,720.0,1387.0,68,205.0,1728.0,95,1081.0,1.62,1.61,1.58,1.5,1.7,68,1.4,1.9,95,1.87,1560306097596321792,6.277774,58108102.9014739,21100.579621068195,6.429174,37058313.627290994,71121.89431814151,6.064303400000001,30133289.32118917,107767.09937447758,23.713774,23.589933,23.837614,593.0,74.0,74.0,0.07999999999999985,0.1200000000000001,0.07999999999999985,794000000.0,74000000.0,8.899820502427096,0.04047580813707888,0.20951501454263097,0.02144664108164202,3.8808135922807914,1.3750006765823133
65728,10388,353,4.22,0.14,143.0,0.0,319.0,331.0,330.0,297.0,380.0,68,225.0,433.0,95,217.0,2.69,2.67,2.62,2.4,2.9,68,2.3,3.1,95,2.4,1663104284399348992,5.439657,125742858.37989976,151520.32506353708,5.466433,89946035.89304718,137193.17132507983,5.462735,52441349.52583843,143434.44022996546,,,,61.0,22.0,22.0,0.20999999999999996,0.29000000000000004,0.20999999999999996,319000000.0,22000000.0,8.503790683057181,0.029951343579534603,0.42975228000240795,0.03390403018575571,4.0165319409572655,
65742,6770,230,4.3,0.14,,,1234.0,1510.0,1753.0,866.0,2818.0,68,200.0,4732.0,95,692.0,1.33,1.33,1.32,1.2,1.4,68,1.1,1.5,95,1.34,6082591031733724288,7.592728999999999,17308311.55203845,5287.100471742954,7.820167999999999,10291723.10843952,14081.095702474771,7.267911,9944971.29806002,17080.649116743658,4.50575,4.4796260000000006,4.531874,1584.0,368.0,368.0,0.06999999999999984,0.13000000000000012,0.06999999999999984,1234000000.0,368000000.0,9.091315159697222,0.12951407564051592,0.12385164096708583,0.02285760431069741,3.8305886686851442,0.653767091375272
65771,6827,232,4.44,0.14,,,1363.0,1631.0,1703.0,818.0,3548.0,68,211.0,6494.0,95,59.0,1.31,1.34,1.3,1.2,1.4,68,1.1,1.5,95,1.34,5784460515444446208,7.800739,14290610.031981217,4160.7910476840725,8.02667,8509164.561184235,12288.394472593329,7.479259,8185862.990286632,10482.867250758778,3.2252126,3.2020042,3.248421,2185.0,545.0,545.0,0.08999999999999986,0.1100000000000001,0.08999999999999986,1363000000.0,545000000.0,9.134495855834674,0.1736540664983655,0.11727129565576427,0.02983702547426916,3.8342299028516775,0.508558347797222
65892,7287,248,4.07,0.14,,,573.0,750.0,1106.0,422.0,1496.0,68,87.0,1830.0,95,1299.0,1.49,1.49,1.46,1.4,1.6,68,1.3,1.6,95,1.6,3631698043395203584,6.02188,73551965.27953544,45047.62424061708,6.208717,45401333.21012457,122417.80401504016,5.770302,39504563.16139433,98186.90822504998,8.813492,8.761396000000001,8.865587,923.0,151.0,151.0,0.1100000000000001,0.09000000000000008,0.1100000000000001,573000000.0,151000000.0,8.75815462196739,0.11444758598148519,0.17318626841227402,0.03206200873111257,3.862548769524793,0.9451480146382888
65969,9423,320,4.17,0.14,155.0,0.0,140.0,173.0,255.0,94.0,419.0,68,24.0,501.0,95,392.0,2.04,2.03,2.0,1.9,2.1,68,1.9,2.2,95,2.15,6188406999992174720,6.4563336,49296127.78253312,20974.72986389647,6.5161705,34204794.805653065,96800.01312433892,6.4082446,21951798.504416574,92890.6347765428,,,,279.0,46.0,46.0,0.06000000000000005,0.14000000000000012,0.06000000000000005,140000000.0,46000000.0,8.146128035678238,0.14269675833963985,0.3096301674258988,0.012773367114801534,3.974189191118167,
66005,7492,255,4.25,0.14,,,1002.0,1110.0,1138.0,928.0,1412.0,68,422.0,1778.0,95,621.0,1.65,1.63,1.58,1.5,1.7,68,1.4,1.9,95,1.55,5863815533870672128,6.5440083,45471878.78217188,15854.43637827036,6.706142999999999,28714294.007408917,29649.425180748327,6.3079443,24076330.51447457,53188.00835495468,13.479717,13.10999,13.849444,410.0,74.0,74.0,0.050000000000000044,0.1499999999999999,0.050000000000000044,1002000000.0,74000000.0,9.000867721531227,0.032073644372096435,0.21748394421390624,0.013160438845553096,3.8745977687032,1.1296807744968873
66060,6425,218,3.84,0.14,,,2530.0,2865.0,2859.0,1865.0,5797.0,68,631.0,7943.0,95,2210.0,1.21,1.2,1.15,1.1,1.3,68,1.0,1.4,95,1.53,6175975818449591936,6.324902,55639791.33580706,20883.03964920336,6.5758867,32374315.36939685,98206.1065149498,5.9815907,32518594.65529987,97386.10234306852,5.247846599999999,5.22651,5.269183,3267.0,665.0,665.0,0.09000000000000008,0.10999999999999988,0.09000000000000008,2530000000.0,665000000.0,9.403120521175818,0.11415250216034087,0.08278537031645007,0.032302895348175785,3.807873132003332,0.7199811316749186
66065,10292,350,4.33,0.14,199.0,0.0,223.0,272.0,330.0,206.0,394.0,68,61.0,422.0,95,63.0,2.43,2.41,2.36,2.3,2.5,68,2.2,2.7,95,2.26,6188121195688828032,5.6777973,100978121.17477196,136105.43853960055,5.7048535000000005,72212738.49281849,343005.1330840279,5.667422,43430947.59285917,466484.2570666624,,,,171.0,17.0,17.0,0.06999999999999984,0.13000000000000034,0.06999999999999984,223000000.0,17000000.0,8.34830486304816,0.033107651086794976,0.38560627359831223,0.01251054063095784,4.012499777538309,
66066,7196,245,4.15,0.14,,,704.0,892.0,1206.0,516.0,1728.0,68,109.0,2304.0,95,1231.0,1.46,1.46,1.46,1.4,1.5,68,1.3,1.6,95,1.52,3741681263808931072,7.0544970000000005,28415000.62596041,5193.790666616554,7.241397,17538666.802129436,17749.352174220312,6.7883787,15467371.371690225,14296.075706802643,7.873464599999999,7.833667299999999,7.913262,1024.0,188.0,188.0,0.040000000000000036,0.06000000000000005,0.040000000000000036,704000000.0,188000000.0,8.847572659142113,0.11597636732643654,0.1643528557844371,0.011898478956253485,3.8570911546735136,0.8961658791904032
66075,6764,230,4.36,0.14,,,1879.0,1863.0,1804.0,1496.0,2304.0,68,1163.0,3045.0,94,34.0,1.53,1.52,1.49,1.4,1.6,68,1.2,1.8,95,1.34,6063724889685860608,8.023914,11635381.373707088,3528.4522546814837,8.247175,6945208.9147151485,3917.871679665908,7.698989,6686093.454288647,8135.9781736383775,3.811068,3.7812204,3.8409157,425.0,383.0,383.0,0.07000000000000006,0.13000000000000012,0.07000000000000006,1879000000.0,383000000.0,9.273926780100526,0.08852303702445206,0.1846914308175988,0.019869682178580164,3.830203598925704,0.5810466978567386
66090,5987,204,3.79,0.14,,,2751.0,3458.0,5085.0,2244.0,7507.0,68,579.0,8913.0,95,3239.0,1.09,1.08,5.5,1.0,1.1,68,1.0,1.2,95,1.39,1552578622500406272,8.482623,7626004.4777058065,1750.8108008605084,8.761927,4322993.836606986,5054.31462364239,8.076222,4723666.215930888,6007.318253347883,2.3898766,2.3785298,2.4012234,4756.0,507.0,507.0,0.010000000000000009,0.09000000000000008,0.010000000000000009,2751000000.0,507000000.0,9.439490590389683,0.08003900484367454,0.03742649794062367,0.003984353044983964,3.777209258145685,0.37837547696377005
66131,7358,250,4.07,0.14,,,774.0,979.0,1172.0,649.0,1540.0,68,154.0,1939.0,95,1248.0,1.54,1.53,1.49,1.4,1.6,68,1.4,1.7,95,1.62,3630748718183810432,6.9439726,31459900.277840275,9701.697732758448,7.118218400000001,19645714.39361193,17394.865650277345,6.698402400000001,16803784.24692641,26910.902694942764,8.8135605,8.743664,8.883457,766.0,125.0,125.0,0.06000000000000005,0.14000000000000012,0.06000000000000005,774000000.0,125000000.0,8.888740960682892,0.07013799772339337,0.18752072083646307,0.016920564229996837,3.866759783495108,0.9451513900377789
66135,6610,225,4.34,0.14,,,1209.0,1479.0,1967.0,729.0,3548.0,68,158.0,5788.0,95,461.0,1.24,1.24,1.24,1.1,1.3,68,1.1,1.4,95,1.29,1476775134082226944,7.723811599999999,15339866.42218753,2802.9130221202954,7.959238,9054408.47460505,7178.029637273939,7.386202000000001,8918407.548973234,12322.154796368108,3.1324403,3.120971,3.1439097,2339.0,480.0,480.0,0.06000000000000005,0.1399999999999999,0.06000000000000005,1209000000.0,480000000.0,9.082426300860773,0.1724246081998022,0.09342168516223506,0.02101424912435091,3.82020145948564,0.495882802690086
